imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<4BE037E8.1090602@ietf.org>,NO,-99.999,,"No, score=-99.999 tagged_above=-999 required=5 tests=[BAYES_50=0.001, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
2,<4C2BBD51.2060605@ietf.org>,NO,-99.999,,"No, score=-99.999 tagged_above=-999 required=5 tests=[BAYES_50=0.001, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
3,<20100716202920.4977C3A6B54@core3.amsl.com>,,,,,False,-0.8,False,0.05293206580006849
4,<4C44A887.5050201@ietf.org>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
5,<4C44C3EC.10209@ietf.org>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
6,<4C4AE85A.7070308@ietf.org>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
7,<20100724155529.D48373A69FB@core3.amsl.com>,,,,,False,-0.8,False,0.49999999999999784
8,<20100724160041.900963A6A25@core3.amsl.com>,,,,,False,-0.8,False,0.49999999999999784
9,<E9EFEF98-4C04-471D-8809-E419D6AD7466@amsl.com>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[AWL=0.000, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
10,<7CA9B3A5-7F9F-41FD-BEC3-123A7B870327@iab.org>,NO,0.001,,"No, score=0.001 tagged_above=-999 required=5 tests=[BAYES_50=0.001]",False,-2.0,False,0.49999999999999784
11,<F7E6F7DA-6D3A-408E-B023-A503652B3C5C@isoc.org>,NO,-103.24,,"No, score=-103.24 tagged_above=-999 required=5 tests=[AWL=0.359, BAYES_00=-2.599, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.07970566712219727
12,<4C4C785F.4040006@ietf.org>,NO,-101.299,,"No, score=-101.299 tagged_above=-999 required=5 tests=[AWL=-1.300, BAYES_50=0.001, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
13,<20100725174850.3E7E43A698C@core3.amsl.com>,,,,,False,-0.8,False,0.03481168340193519
14,<90F1B164-A69A-44F1-94DD-2B85A2F0E11A@amsl.com>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[AWL=0.000, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
15,<FD8B5EBE-BD36-40F6-887B-4B3EBEB8A84F@isoc.org>,NO,-102.297,,"No, score=-102.297 tagged_above=-999 required=5 tests=[AWL=-0.558, BAYES_20=-0.74, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.49999999999999784
16,<D7AD501D-9262-4306-816C-0B688205158C@isoc.org>,NO,-103.219,,"No, score=-103.219 tagged_above=-999 required=5 tests=[AWL=0.379, BAYES_00=-2.599, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.016182055177790217
17,<20100726134549.D75283A6C11@core3.amsl.com>,,,,,False,-0.8,False,0.03481168340193519
18,<9B56CF8E-5C91-4EAD-844C-C4A0B3922E45@amsl.com>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[AWL=0.000, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
19,<4C4E97E4.3050300@ietf.org>,NO,-102.338,,"No, score=-102.338 tagged_above=-999 required=5 tests=[AWL=0.260, BAYES_00=-2.599, USER_IN_WHITELIST=-100, WEIRD_PORT=0.001]",False,-2.0,False,0.49999999999999784
20,<431D9F7D-57AE-49D3-AAC5-10064877B5A3@amsl.com>,NO,-101.299,,"No, score=-101.299 tagged_above=-999 required=5 tests=[AWL=-1.300, BAYES_50=0.001, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
21,<C6023775-BFC8-465C-B78E-38DAB2A9711A@amsl.com>,NO,-102.512,,"No, score=-102.512 tagged_above=-999 required=5 tests=[AWL=0.087, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
22,<356F5F34-1411-4103-90A3-E56AC3AA86B1@amsl.com>,NO,-102.518,,"No, score=-102.518 tagged_above=-999 required=5 tests=[AWL=0.081, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
23,<7AE96BB3-7207-452C-A511-0C493CF555B7@amsl.com>,NO,-102.223,,"No, score=-102.223 tagged_above=-999 required=5 tests=[AWL=-0.224, BAYES_00=-2.599, J_CHICKENPOX_23=0.6, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
24,<FD0B3E82-6211-4B9A-A841-88BD41F93BD8@isoc.org>,NO,-103.195,,"No, score=-103.195 tagged_above=-999 required=5 tests=[AWL=0.404, BAYES_00=-2.599, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.22737794128918348
25,<Pine.GSO.4.63.1007272320230.17281@pita.cisco.com>,NO,-10.38,,"No, score=-10.38 tagged_above=-999 required=5 tests=[AWL=0.219, BAYES_00=-2.599, RCVD_IN_DNSWL_HI=-8]",False,-0.0,False,0.5160519647388344
26,<358AD35A-63E6-4F4F-B514-67CECAD54374@isoc.org>,NO,-101.879,,"No, score=-101.879 tagged_above=-999 required=5 tests=[AWL=-0.881, BAYES_50=0.001, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.17608815254808066
27,<C6BA2E1D-AE5B-44C1-AC14-28BA89FBA5C1@isoc.org>,NO,-103.168,,"No, score=-103.168 tagged_above=-999 required=5 tests=[AWL=0.430, BAYES_00=-2.599, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.016182055177790217
28,<6F439E4E-4A3A-4A0E-ADC3-89507B427332@isoc.org>,NO,-102.099,,"No, score=-102.099 tagged_above=-999 required=5 tests=[AWL=-0.660, BAYES_20=-0.74, HTML_MESSAGE=0.001, MIME_8BIT_HEADER=0.3, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.49999999999999784
29,<595E3188-6428-475C-A252-695CD1441176@isoc.org>,NO,-103.17,,"No, score=-103.17 tagged_above=-999 required=5 tests=[AWL=0.428, BAYES_00=-2.599, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.17608815254808066
30,<631ECF69-7B19-4A54-87B1-B8E5BB9CF678@isoc.org>,NO,-103.186,,"No, score=-103.186 tagged_above=-999 required=5 tests=[AWL=0.412, BAYES_00=-2.599, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.016182055177790217
