imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<20030723230223.50544972.henrik@levkowetz.com>,,,,,False,-2.0,False,0.49999999999999784
2,<3F1EF94D.9000801@cisco.com>,,,,,False,0.3,False,0.49999999999999784
3,<20030723232003.0f35b407.henrik@levkowetz.com>,,,,,False,-2.0,False,0.49999999999999784
4,<3F1EFE31.5010801@cisco.com>,,,,,False,0.3,False,0.49999999999999784
5,<20030723235517.6a148de8.henrik@levkowetz.com>,,,,,False,-2.0,False,0.49999999999999784
6,<4.3.2.7.2.20030723171335.02c33380@mira-sjcm-2.cisco.com>,,,,,False,-0.6,False,0.49999999999999784
7,<20030724094350.5ff3711d.henrik@levkowetz.com>,,,,,False,-2.0,False,0.49999999999999784
8,<697DAA22C5004B4596E033803A7CEF44024DB46C@daebe007.americas.nokia.com>,,,,,False,-2.0,False,0.49999999999999784
9,<4.3.2.7.2.20030724091346.02c1dc10@mira-sjcm-2.cisco.com>,,,,,False,-2.0,False,0.49999999999999784
10,<697DAA22C5004B4596E033803A7CEF44024DB489@daebe007.americas.nokia.com>,,,,,False,-2.0,False,0.03813740723243072
11,<20030725093437.3c38502d.henrik@levkowetz.com>,,,,,False,-2.0,False,0.49999999999999784
12,<4.3.2.7.2.20030725005417.02c96ee0@mira-sjcm-2.cisco.com>,,,,,False,-2.0,False,0.49999999999999784
13,<20030725151050.51ad51b0.henrik@levkowetz.com>,,,,"No, hits=-0.3 required=5.0 tests=EMAIL_ATTRIBUTION,IN_REP_TO,NEW_DOMAIN_EXTENSIONS, QUOTED_EMAIL_TEXT,REFERENCES,REPLY_WITH_QUOTES version=2.55",False,-2.0,False,0.49999999999999784
14,<870397D7C140C84DB081B88396458DAF746A84@zrc2c000.us.nortel.com>,,,,,False,-0.0,False,0.6328552385253586
15,<20030728222249.45b24ec2.henrik@levkowetz.com>,,,,,False,-2.0,False,0.7481879005937712
16,<200307301551.h6UFpDw08681@cichlid.adsl.duke.edu>,,,,,False,-1.0,False,0.49999999999999784
17,<200307301555.h6UFsxS09191@cichlid.adsl.duke.edu>,,,,,False,-1.0,False,0.49999999999999784
18,<16167.62464.142256.993385@gargle.gargle.HOWL>,,,,,False,-2.0,False,0.49999999999999784
19,<870397D7C140C84DB081B88396458DAF746A8E@zrc2c000.us.nortel.com>,,,,,False,-0.0,False,0.7481879005937712
20,<20030730220421.40daac1c.henrik@levkowetz.com>,,,,,False,-2.0,False,0.8366425901458927
21,<20030730225431.481de33c.henrik@levkowetz.com>,,,,,False,-2.0,False,0.49999999999999784
