imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<20150831213752.32696.81837.idtracker@ietfa.amsl.com>,NO,-2.001,,"No, score=-2.001 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, GB_I_INVITATION=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
2,<20150911192751.9197.47639.idtracker@ietfa.amsl.com>,NO,-3.2,,"No, score=-3.2 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
3,<20151002151339.20227.97974.idtracker@ietfa.amsl.com>,NO,0.8,,"No, score=0.8 tagged_above=-999 required=5 tests=[BAYES_50=0.8] autolearn=ham",False,-2.0,False,0.49999999999999784
4,<20151002220711.22625.52168.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
5,<20151010013424.29518.74105.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
6,<6D565C36-25BD-4BA0-912B-C969CEAA1915@yahoo.com>,NO,0.189,,"No, score=0.189 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, FREEMAIL_REPLY=1, RCVD_IN_DNSWL_LOW=-0.7, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=no",False,-0.9,False,0.15960297761042466
7,<1444466553.S.6550.6407.pro-236-197.1444468515.1893@webmail.rediffmail.com>,NO,2.298,**,"No, score=2.298 tagged_above=-999 required=5 tests=[BAYES_05=-0.5, FH_RELAY_NODNS=1.451, HELO_MISMATCH_COM=0.553, HTML_MESSAGE=0.001, RDNS_NONE=0.793, SPF_HELO_PASS=-0.001, UNPARSEABLE_RELAY=0.001] autolearn=no",False,-1.0,False,0.49999999999999784
8,<C5C3BB522B1DDF478AA09545169155B48A925F9E@nkgeml507-mbx.china.huawei.com>,NO,-4.21,,"No, score=-4.21 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_MED=-2.3, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.03481168340193519
9,<20151022152649.4779.44990.idtracker@ietfa.amsl.com>,,,,,False,-2.0,False,0.49999999999999784
10,<9AFC22D2-99DC-43BB-AE7E-0E33C18E0BF6@ietf.org>,,,,,False,-2.0,False,0.49999999999999784
11,<4E6AF9C2-9113-4541-BF86-0241C1B03A7C@ietf.org>,,,,,False,-2.0,False,0.49999999999999784
12,<058AD2B8-AE93-4845-A7F8-11C0648DB1ED@ietf.org>,,,,,False,-2.0,False,0.49999999999999784
13,<BC618C2B-C140-40A8-8E3D-945703884295@amsl.com>,NO,-4.211,,"No, score=-4.211 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, RCVD_IN_DNSWL_MED=-2.3, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.49999999999999784
