imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<40502194.6040105@isi.edu>,,,,,False,1.2,False,4.999475508612796e-09
2,<40986F1D.6030703@sun.com>,,,,,False,4.2,True,0.9999999924057779
3,<4098AD8D.8020504@nicta.com.au>,,,,,False,4.2,True,0.9174869232334745
4,<409A6A5C.9020305@isi.edu>,,,,,False,4.2,False,0.7189408625521978
5,<409C04F1.5070503@isi.edu>,,,,,False,4.2,False,0.7312404629447384
6,<409BFC84.7040106@isi.edu>,,,,,False,4.2,False,6.125296373842794e-05
7,<39469E08BD83D411A3D900204840EC55FB7283@vie-msgusr-01.dc.fore.com>,,,,,False,4.2,False,0.0003734443284722844
8,<409C0105.1060904@sun.com>,,,,,False,4.2,False,0.002644846283814494
9,<40A1BE48.4030606@Sun.COM>,,,,,False,4.2,True,0.9999775081471246
10,<40A128B1.6070508@pi.se>,,,,,False,4.2,True,0.9999481061830208
11,<40A11582.1000704@Sun.COM>,,,,,False,4.2,True,0.9999988835385517
12,<40A1C874.9080801@pi.se>,,,,,False,4.2,True,0.9999999948509178
13,<40A1E778.9080009@pi.se>,,,,,False,4.2,True,0.9999974972871127
14,<40A287C2.4050604@Sun.COM>,,,,,False,4.2,True,0.9999995424605088
15,<40A1E112.6000407@pi.se>,,,,,False,4.2,False,0.7189408625521978
16,<40A24E35.60402@isi.edu>,,,,,False,4.2,True,0.999856384439074
17,<40A1E225.8000605@pi.se>,,,,,False,4.2,True,0.9999999930311771
18,<40A2BB54.7070206@isi.edu>,,,,,False,4.2,False,0.27108831570148206
19,<40A1E74E.2040901@pi.se>,,,,,False,4.2,True,0.9998563867754884
20,<Roam.SIMC.2.0.6.1084401124.7778.nordmark@bebop.france>,,,,,False,4.2,False,0.2302357424905224
21,<40A43CD4.A0BC3B62@alcatel.com>,,,,,False,4.2,True,0.9965884482210439
22,<40A3C81E.9040309@iprg.nokia.com>,,,,,False,4.2,True,0.999914272280284
23,<40A3C3CB.5020509@Sun.COM>,,,,,False,4.2,True,0.999693753810062
24,<p06020405bcc9627bc902@[10.0.1.23]>,,,,,False,4.2,True,0.9999999730209788
25,<40A411CA.4050502@Sun.COM>,,,,,False,4.2,True,0.9999946961001471
26,<p06020403bcc95fb3222e@[10.0.1.23]>,,,,,False,4.2,True,0.9728003227755997
27,<40A3D10D.2060505@iprg.nokia.com>,,,,,False,4.2,True,0.9999973640041936
28,<40A55ED3.7080902@sun.com>,,,,,False,4.2,False,0.16434648351633993
29,<40A50D7C.4050401@pi.se>,,,,,False,4.2,True,0.9612096577923462
30,<009a01c43a11$ff5a2790$991d9069@sisa.samsung.com>,,,,,True,7.9,True,0.9999693146543562
31,<40A55D6C.3000903@nicta.com.au>,,,,,False,4.2,False,0.8054756243354314
32,<009601c43a0e$874892d0$991d9069@sisa.samsung.com>,,,,,True,7.9,True,0.9745942856013361
33,<009301c43a0d$0633cb20$991d9069@sisa.samsung.com>,,,,,True,7.9,True,0.9999999999910226
34,<009201c43a08$3bd041f0$991d9069@sisa.samsung.com>,,,,,True,7.9,True,0.999999889724324
35,<40A6B6FC.3010702@sun.com>,,,,,False,4.2,True,0.999999987010107
36,<40A6BBD4.20501@sun.com>,,,,,False,4.2,False,0.32472241351518716
37,<40B53017.5050209@Sun.COM>,,,,,False,4.2,True,0.9999960153319297
38,<40B535EC.2020507@Sun.COM>,,,,,False,4.2,True,0.998562168162961
39,<001901c44387$7bac4570$9d1d9069@sisa.samsung.com>,,,,,True,7.9,True,0.9999713828950857
40,<Roam.SIMC.2.0.6.1085611537.7567.nordmark@bebop.france>,,,,,False,4.2,True,0.9999989500498052
41,<40B53610.90405@nicta.com.au>,,,,,False,4.2,True,0.9998352582729471
42,<40B5451E.8080501@Sun.COM>,,,,,False,4.2,True,0.9073509195614095
43,<Roam.SIMC.2.0.6.1085611644.22663.nordmark@bebop.france>,,,,,False,4.2,True,0.9998937960152209
44,<40B530BA.5080606@iprg.nokia.com>,,,,,False,4.2,True,0.9999962414077919
45,<40B53804.9060504@nicta.com.au>,,,,,False,4.2,True,0.9996809023594784
46,<40B53BE0.9080000@iprg.nokia.com>,,,,,False,4.2,True,0.9998404495942157
47,<Roam.SIMC.2.0.6.1085703472.23029.nordmark@bebop.france>,,,,,False,4.2,True,0.9997949025214633
48,<40B663D1.8000908@iprg.nokia.com>,,,,,False,4.2,True,0.9999998752525271
49,<Roam.SIMC.2.0.6.1085692630.29724.nordmark@bebop.france>,,,,,False,4.2,True,0.9993426888874418
50,<Roam.SIMC.2.0.6.1085692726.32220.nordmark@bebop.france>,,,,,False,4.2,True,0.9999813301002547
51,<Roam.SIMC.2.0.6.1085703705.21748.nordmark@bebop.france>,,,,,False,4.2,True,0.9983472979631128
52,<Roam.SIMC.2.0.6.1085692188.22761.nordmark@bebop.france>,,,,,False,4.2,True,0.994324304747816
53,<9501A65C15B56148AAB5D40CC03E81F1042B3195@wanewporms01.gsm1900.org>,,,,,False,4.2,False,0.003947317627922778
54,<40B65F5F.8080808@iprg.nokia.com>,,,,,False,4.2,True,0.9999999368080954
