imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<20141216201634.15992.13228.idtracker@ietfa.amsl.com>,NO,-3.2,,"No, score=-3.2 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
2,<20150113224113.5252.55777.idtracker@ietfa.amsl.com>,NO,-3.2,,"No, score=-3.2 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
3,<20150127214358.8794.42534.idtracker@ietfa.amsl.com>,NO,0.8,,"No, score=0.8 tagged_above=-999 required=5 tests=[BAYES_50=0.8] autolearn=ham",False,-2.0,False,0.49999999999999784
4,<20150218210345.9175.82955.idtracker@ietfa.amsl.com>,NO,-3.2,,"No, score=-3.2 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
5,<20150218221405.16053.85289.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
6,<20150224170152.6224.60832.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.15960297761042466
7,<20150306181628.12038.68669.idtracker@ietfa.amsl.com>,NO,-3.2,,"No, score=-3.2 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
8,<20150311185809.17340.5866.idtracker@ietfa.amsl.com>,NO,-1.6,,"No, score=-1.6 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, MIME_8BIT_HEADER=0.3] autolearn=no",False,-2.0,False,0.49999999999999784
9,<20D544DB-775F-45E8-85C6-EA791B5D2FCA@ietf.org>,NO,-0.002,,"No, score=-0.002 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, SPF_PASS=-0.001] autolearn=ham",False,-2.0,False,0.22737794128918348
10,<CAO_Rpc+0yr3B7Qs4OMkKxyXzx9shwKm9BmTD3J0qxUS78P=eGg@mail.gmail.com>,NO,-0.077,,"No, score=-0.077 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, FM_FORGED_GMAIL=0.622, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, J_CHICKENPOX_12=0.6, J_CHICKENPOX_21=0.6, SPF_PASS=-0.001] autolearn=no",False,0.4,False,0.49999999999999784
11,<20150320164028.8130.31797.idtracker@ietfa.amsl.com>,NO,-0.001,,"No, score=-0.001 tagged_above=-999 required=5 tests=[BAYES_40=-0.001] autolearn=ham",False,-2.0,False,0.49999999999999784
12,<FF8503D2-C267-45ED-96AE-8DFE2FBAB8CB@ietf.org>,NO,-2.302,,"No, score=-2.302 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, RCVD_IN_DNSWL_MED=-2.3, SPF_PASS=-0.001] autolearn=ham",False,-2.0,False,0.22737794128918348
13,<0F754103-51B7-4712-B6EF-A6B8D15B7E66@isc.org>,NO,0.288,,"No, score=0.288 tagged_above=-999 required=5 tests=[BAYES_40=-0.001, MIME_8BIT_HEADER=0.3, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=no",False,-2.0,False,0.05293206580006849
14,<5B8D86C8-5CDF-41CF-9F54-01E2A1482138@ietf.org>,NO,-1.901,,"No, score=-1.901 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_PASS=-0.001] autolearn=ham",False,-2.0,False,0.49999999999999784
15,<B58E7C68-6C84-4188-90EF-9A6FE900D1C0@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",False,0.2,False,0.49999999999999784
16,<CAO_RpcJwerxexM4WbuLdu_vVxrAG=R2K9zF1fm9EFV41t1ethA@mail.gmail.com>,NO,-0.077,,"No, score=-0.077 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, FM_FORGED_GMAIL=0.622, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, J_CHICKENPOX_12=0.6, J_CHICKENPOX_21=0.6, SPF_PASS=-0.001] autolearn=no",False,0.4,False,0.5869507851721183
17,<ED56D36E-FF44-4E69-B119-8A17ED6A5959@isoc.org>,NO,-98.192,,"No, score=-98.192 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_PHARMACY=1, RCVD_IN_DNSWL_NONE=-0.0001, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, T_FILL_THIS_FORM_SHORT=0.01, USER_IN_WHITELIST=-100] autolearn=no",False,1.1,False,0.49999999999999784
18,<55101E22.1030803@gmail.com>,NO,-2,,"No, score=-2 tagged_above=-999 required=5 tests=[BAYES_00=-1.9,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
19,<20150323155148.18279.57962.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
20,<C11592ED-4893-424D-B33D-0F0428ED1127@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",False,0.2,False,0.49999999999999784
21,<D1370916.1430C4%anuragb@cisco.com>,NO,-14.51,,"No, score=-14.51 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_HI=-5, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01, USER_IN_DEF_DKIM_WL=-7.5] autolearn=ham",False,-1.9,False,0.006803068167124697
22,<6CDE93D6-DBB3-4A4A-8C13-7E868AE682C7@amsl.com>,NO,-4.21,,"No, score=-4.21 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_MED=-2.3, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.22737794128918348
23,<F1BD23F2-25F0-4F78-9354-2EE018303089@amsl.com>,NO,-0.012,,"No, score=-0.012 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.49999999999999784
24,<BC6C2B9D-2F9F-49DC-8533-9A44A1294E54@isoc.org>,NO,-1.901,,"No, score=-1.901 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, HTML_MESSAGE=0.001, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001] autolearn=ham",False,3.8,False,0.49999999999999784
25,<AD876352-0437-4131-A6BF-53BD83D970AC@amsl.com>,NO,-0.511,,"No, score=-0.511 tagged_above=-999 required=5 tests=[BAYES_05=-0.5, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.49999999999999784
26,<16721B48-B218-4A4F-92FF-ED95EAED8F46@amsl.com>,NO,-1.911,,"No, score=-1.911 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.49999999999999784
27,<73E2FC53-CC17-49AA-A091-25E25BDCCB70@amsl.com>,NO,-1.911,,"No, score=-1.911 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.49999999999999784
28,<0A424CAA-22FC-44E8-AFEF-B15CB90E1611@amsl.com>,NO,-1.911,,"No, score=-1.911 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.05293206580006849
29,<45DA8AD5-6542-4ECC-988D-EDF14E60B4AC@isc.org>,NO,-6.911,,"No, score=-6.911 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, RCVD_IN_DNSWL_HI=-5, SPF_PASS=-0.001, T_RP_MATCHES_RCVD=-0.01] autolearn=ham",False,-2.0,False,0.05293206580006849
30,<20150327165023.30764.10266.idtracker@ietfa.amsl.com>,NO,-101.9,,"No, score=-101.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, USER_IN_WHITELIST=-100] autolearn=ham",False,-2.0,False,0.5869507851721183
31,<7A5C678D-4897-4B9E-908F-14D7C389C48B@ietf.org>,NO,0.799,,"No, score=0.799 tagged_above=-999 required=5 tests=[BAYES_50=0.8, SPF_PASS=-0.001] autolearn=ham",False,-2.0,False,0.22737794128918348
32,<14A2AE06-EACD-4CC2-8491-2A8F61185325@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",True,6.9,False,0.49999999999999784
