imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<20150409194613.18015.11387.idtracker@ietfa.amsl.com>,NO,-5.9,,"No, score=-5.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-2.0,False,0.49999999999999784
2,<20150413222458.9881.28154.idtracker@ietfa.amsl.com>,YES,16.8,****************,"Yes, score=16.8 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2, URIBL_SBL=20] autolearn=spam",False,-1.3,False,0.669270692071739
3,<20150511230154.8847.63058.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
4,<20150527181648.2196.1490.idtracker@ietfa.amsl.com>,NO,-3.2,,"No, score=-3.2 tagged_above=-999 required=5 tests=[BAYES_50=0.8, GB_I_INVITATION=-2, GB_I_LETTER=-2] autolearn=ham",False,-1.3,False,0.49999999999999784
5,<20150616184945.450.30876.idtracker@ietfa.amsl.com>,NO,0.8,,"No, score=0.8 tagged_above=-999 required=5 tests=[BAYES_50=0.8] autolearn=ham",False,-2.0,False,0.49999999999999784
6,<20150619233211.968.38234.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
7,<20150627000828.5519.27795.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
8,<20150702214023.8835.73505.idtracker@ietfa.amsl.com>,NO,-0.001,,"No, score=-0.001 tagged_above=-999 required=5 tests=[BAYES_40=-0.001] autolearn=ham",False,-2.0,False,0.49999999999999784
9,<20150708211227.4826.5212.idtracker@ietfa.amsl.com>,NO,1.4,*,"No, score=1.4 tagged_above=-999 required=5 tests=[BAYES_50=0.8,  J_CHICKENPOX_21=0.6] autolearn=no",False,-2.0,False,0.49999999999999784
10,<20150710203138.8352.17366.idtracker@ietfa.amsl.com>,NO,-1.3,,"No, score=-1.3 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, J_CHICKENPOX_21=0.6] autolearn=no",False,-2.0,False,0.49999999999999784
11,<20150710204918.24355.2506.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.15960297761042466
12,<20150716113145.21034.21036.idtracker@ietfa.amsl.com>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.03481168340193519
13,<1B6FD4B5-C060-4573-9ED5-0EB0FF2FDB65@ietf.org>,NO,-1.9,,"No, score=-1.9 tagged_above=-999 required=5 tests=[BAYES_00=-1.9] autolearn=ham",False,-2.0,False,0.49999999999999784
