imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<16553510.1361235943833695.JavaMail.franck@franck-martins-macbook-pro.local>,NO,-2.093,,"No, score=-2.093 tagged_above=-999 required=5 tests=[AWL=-1.354, BAYES_20=-0.74, HTML_MESSAGE=0.001]",False,-2.0,False,0.669270692071739
2,<p0624082ec5d20d2fe972@[10.20.30.158]>,NO,-2.599,,"No, score=-2.599 tagged_above=-999 required=5 tests=[AWL=0.000, BAYES_00=-2.599]",False,-2.0,False,0.49999999999999784
3,<20090313165426.C9DB63A69E0@core3.amsl.com>,,,,,False,-0.8,False,0.03481168340193519
4,<20090313170318.75E5128C20E@core3.amsl.com>,,,,,False,-0.8,False,0.8323550401786537
5,<20090313172143.D7FC61D03BCB@smtpout.capalon.com>,NO,-102.505,,"No, score=-102.505 tagged_above=-999 required=5 tests=[AWL=0.094, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,3.8,False,0.007090971233707393
6,<20090322205323.A2D703A6C05@core3.amsl.com>,,,,,False,-0.8,False,0.49999999999999784
7,<20492BD1-1398-43FE-B834-68C96CA56EF5@verilan.com>,NO,-2.097,,"No, score=-2.097 tagged_above=-999 required=5 tests=[AWL=0.502, BAYES_00=-2.599]",False,-2.0,False,0.49999999999999784
8,<97980675-75AE-4D33-B907-1F51C02C7FA6@isoc.org>,NO,-103.495,,"No, score=-103.495 tagged_above=-999 required=5 tests=[AWL=0.104, BAYES_00=-2.599, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.49999999999999784
9,<FEB9A61B-31E5-41EB-B4BC-F3BA50B0D8B6@isoc.org>,NO,-103.598,,"No, score=-103.598 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.003114016519124001
10,<E02BFB15-9C40-4C87-BD45-50B3AA9C93A6@verilan.com>,NO,-2.149,,"No, score=-2.149 tagged_above=-999 required=5 tests=[AWL=0.448, BAYES_00=-2.599, HTML_MESSAGE=0.001, WEIRD_PORT=0.001]",False,-2.0,False,0.22737794128918348
11,<2EDCF381-B8AE-4366-8802-E1B17B5EBC88@verilan.com>,NO,-2.194,,"No, score=-2.194 tagged_above=-999 required=5 tests=[AWL=0.403, BAYES_00=-2.599, HTML_MESSAGE=0.001, WEIRD_PORT=0.001]",False,-2.0,False,0.49999999999999784
12,<7664F0B0-89BD-49EC-88D2-19C75200D16B@amsl.com>,NO,-99.892,,"No, score=-99.892 tagged_above=-999 required=5 tests=[AWL=0.603, BAYES_00=-2.599, FH_RELAY_NODNS=1.451, HELO_MISMATCH_COM=0.553, RDNS_NONE=0.1, USER_IN_WHITELIST=-100]",False,0.5,False,0.49999999999999784
13,<F770E079-6E54-48EF-8D0F-3152EB9938DB@isoc.org>,NO,-103.541,,"No, score=-103.541 tagged_above=-999 required=5 tests=[AWL=0.057, BAYES_00=-2.599, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100, WHOIS_NETSOLPR=0.001]",False,0.1,False,0.07970566712219727
14,<9055CBC8-2322-45A1-8398-4709CDBF273F@verilan.com>,NO,-1.025,,"No, score=-1.025 tagged_above=-999 required=5 tests=[AWL=-0.840, BAYES_40=-0.185]",False,-2.0,False,0.22737794128918348
15,<CDC2035E-B132-481D-A8E6-657FB2AA8884@isoc.org>,NO,-102.895,,"No, score=-102.895 tagged_above=-999 required=5 tests=[AWL=-0.694, BAYES_00=-2.599, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=1.396, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100, WHOIS_NETSOLPR=0.001]",False,0.1,False,0.016182055177790217
