imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
1,<20120718201907.9788.62732.idtracker@ietfa.amsl.com>,NO,-102.956,,"No, score=-102.956 tagged_above=-999 required=5 tests=[AWL=-0.357, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
2,<20120720104130.30504.49110.idtracker@ietfa.amsl.com>,NO,-102.867,,"No, score=-102.867 tagged_above=-999 required=5 tests=[AWL=-0.268, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
3,<20120725190839.12521.27721.idtracker@ietfa.amsl.com>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
4,<20120728234553.5122.78257.idtracker@ietfa.amsl.com>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.03481168340193519
5,<63174F49-5209-4E49-BACB-D227460DBC5D@isoc.org>,NO,-103.465,,"No, score=-103.465 tagged_above=-999 required=5 tests=[AWL=-0.200, BAYES_00=-2.599, IP_NOT_FRIENDLY=0.334, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.49999999999999784
6,<491B4ED3-A3C7-4EA9-86A4-7961161F8F1C@isoc.org>,NO,-103.447,,"No, score=-103.447 tagged_above=-999 required=5 tests=[AWL=-0.182, BAYES_00=-2.599, IP_NOT_FRIENDLY=0.334, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.07970566712219727
7,<20120730172927.22548.12153.idtracker@ietfa.amsl.com>,NO,-102.599,,"No, score=-102.599 tagged_above=-999 required=5 tests=[AWL=0.000, BAYES_00=-2.599, USER_IN_WHITELIST=-100]",False,-2.0,False,0.49999999999999784
8,<64442BB9-1EAE-44EB-B4BC-A5D1801BAD2D@amsl.com>,NO,-2.598,,"No, score=-2.598 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, HTML_MESSAGE=0.001]",False,-2.0,False,0.49999999999999784
9,<154EF69A-D48C-40C8-8B04-A274E293DD1A@amsl.com>,NO,-2.599,,"No, score=-2.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599]",False,-2.0,False,0.07970566712219727
10,<2D3EF229-0059-4922-8496-71DF7D111F1A@isoc.org>,NO,-101.961,,"No, score=-101.961 tagged_above=-999 required=5 tests=[AWL=-1.296, BAYES_50=0.001, IP_NOT_FRIENDLY=0.334, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,-1.0,False,0.49999999999999784
11,<61019D7D-DC91-46DF-A255-C2AB9568C2A4@amsl.com>,NO,-2.598,,"No, score=-2.598 tagged_above=-999 required=5 tests=[BAYES_00=-2.599, HTML_MESSAGE=0.001]",False,-2.0,False,0.22737794128918348
12,<C2FC429E-FAD2-4080-B5AE-130B0195CC5F@amsl.com>,NO,-2.599,,"No, score=-2.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599]",False,-2.0,False,0.07970566712219727
13,<37A3D617-8542-4BD6-A1AC-5A66825736D1@amsl.com>,NO,-2.191,,"No, score=-2.191 tagged_above=-999 required=5 tests=[AWL=-0.273, BAYES_00=-2.599, SARE_MONEYTERMS=0.681]",False,-2.0,False,0.49999999999999784
14,<BBD4901F-F060-4F32-B011-8259D09004A0@amsl.com>,NO,-2.599,,"No, score=-2.599 tagged_above=-999 required=5 tests=[BAYES_00=-2.599]",False,-2.0,False,0.07970566712219727
15,<2720C7BE-DA8C-48D0-B1E5-D63ECECD0EA9@amsl.com>,NO,-2.264,,"No, score=-2.264 tagged_above=-999 required=5 tests=[AWL=-0.334, BAYES_00=-2.599, SARE_SUB_NO=0.669]",False,-2.0,False,0.22737794128918348
16,<5F144C5F-1B9F-471E-88E4-1D779809D941@isoc.org>,NO,-103.343,,"No, score=-103.343 tagged_above=-999 required=5 tests=[AWL=0.256, BAYES_00=-2.599, RCVD_IN_DNSWL_LOW=-1, USER_IN_WHITELIST=-100]",False,0.1,False,0.07970566712219727
